65535, 65535, 65535, 65535, 65503, 63390, 35953, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 61341, 46518, 16936, 0, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 12710, 2145, 12678, 10533, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 12710, 44405, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 19017, 0, 65535, 65535, 65535, 
65535, 65535, 65535, 65535, 65535, 65535, 23275, 8452, 65535, 65535, 65535, 
